Dates,DayOfWeek,PdDistrict,Address,X,Y
27.03.2015,Friday,TARAVAL,1700 Block of TARAVAL ST,-122.4848136,37.74270394
27.03.2015,Friday,TARAVAL,800 Block of TARAVAL ST,-122.4751478,37.74312863
27.03.2015,Friday,TARAVAL,800 Block of TARAVAL ST,-122.4751478,37.74312863
27.03.2015,Friday,TARAVAL,800 Block of TARAVAL ST,-122.4751478,37.74312863
27.03.2015,Friday,CENTRAL,1600 Block of POWELL ST,-122.4106724,37.79978869
27.03.2015,Friday,TENDERLOIN,300 Block of EDDY ST,-122.413791,37.78383656
27.03.2015,Friday,SOUTHERN,200 Block of MISSION ST,-122.3953364,37.7914519
27.03.2015,Friday,TENDERLOIN,100 Block of OFARRELL ST,-122.4072441,37.78656476
27.03.2015,Friday,TENDERLOIN,100 Block of OFARRELL ST,-122.4072441,37.78656476
27.03.2015,Friday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
27.03.2015,Friday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
27.03.2015,Friday,SOUTHERN,FOLSOM ST / 3RD ST,-122.3989327,37.78378482
27.03.2015,Friday,TARAVAL,2200 Block of 36TH AV,-122.4940324,37.74503058
27.03.2015,Friday,SOUTHERN,MARKET ST / JONES ST,-122.4119795,37.78090397
27.03.2015,Friday,TENDERLOIN,300 Block of EDDY ST,-122.4129305,37.78383444
27.03.2015,Friday,MISSION,LEXINGTON ST / 18TH ST,-122.4208147,37.76174618
27.03.2015,Friday,MISSION,LEXINGTON ST / 18TH ST,-122.4208147,37.76174618
27.03.2015,Friday,TARAVAL,500 Block of JOHNMUIR DR,-122.492068,37.71436155
27.03.2015,Friday,INGLESIDE,100 Block of GUTTENBERG ST,-122.4437134,37.711115
27.03.2015,Friday,CENTRAL,1400 Block of SACRAMENTO ST,-122.4169389,37.79194934
27.03.2015,Friday,SOUTHERN,0 Block of MABINI ST,-122.4001529,37.78239019
27.03.2015,Friday,TENDERLOIN,OFARRELL ST / HYDE ST,-122.4162618,37.78537508
27.03.2015,Friday,MISSION,18TH ST / CASTRO ST,-122.4350029,37.76088781
27.03.2015,Friday,NORTHERN,3300 Block of STEINER ST,-122.4377256,37.80013929
27.03.2015,Friday,NORTHERN,3300 Block of STEINER ST,-122.4377256,37.80013929
27.03.2015,Friday,NORTHERN,3300 Block of STEINER ST,-122.4377256,37.80013929
27.03.2015,Friday,NORTHERN,3300 Block of STEINER ST,-122.4377256,37.80013929
27.03.2015,Friday,NORTHERN,3300 Block of STEINER ST,-122.4377256,37.80013929
27.03.2015,Friday,RICHMOND,BALBOA ST / 8TH AV,-122.4661546,37.77713413
27.03.2015,Friday,SOUTHERN,800 Block of BRANNAN ST,-122.404385,37.77219582
27.03.2015,Friday,SOUTHERN,800 Block of MARKET ST,-122.406521,37.78506294
27.03.2015,Friday,SOUTHERN,600 Block of MISSION ST,-122.4016923,37.78658886
27.03.2015,Friday,SOUTHERN,600 Block of MISSION ST,-122.4016923,37.78658886
27.03.2015,Friday,INGLESIDE,MISSION ST / SICKLES AV,-122.4526641,37.70880544
27.03.2015,Friday,CENTRAL,900 Block of SANSOME ST,-122.4022581,37.79892373
27.03.2015,Friday,NORTHERN,OCTAVIA ST / GROVE ST,-122.4248102,37.77760216
27.03.2015,Friday,PARK,200 Block of KIRKHAM ST,-122.463391,37.7604832
27.03.2015,Friday,NORTHERN,MCALLISTER ST / VANNESS AV,-122.4202505,37.78007457
27.03.2015,Friday,MISSION,24TH ST / POTRERO AV,-122.4063384,37.75300429
27.03.2015,Friday,MISSION,CAPP ST / 16TH ST,-122.418701,37.76510988
27.03.2015,Friday,BAYVIEW,400 Block of KANSAS ST,-122.4033997,37.76407566
27.03.2015,Friday,MISSION,3700 Block of 22ND ST,-122.4310856,37.7546384
27.03.2015,Friday,INGLESIDE,100 Block of GARRISON AV,-122.4132376,37.70950679
27.03.2015,Friday,NORTHERN,900 Block of HAYES ST,-122.4320188,37.77567399
27.03.2015,Friday,MISSION,3000 Block of CESAR CHAVEZ ST,-122.4100995,37.74842736
27.03.2015,Friday,INGLESIDE,400 Block of CAMBRIDGE ST,-122.4182161,37.72579441
27.03.2015,Friday,CENTRAL,400 Block of THE EMBARCADERONORTH ST,-122.3963744,37.79805325
27.03.2015,Friday,NORTHERN,LOMBARD ST / FILLMORE ST,-122.4360492,37.79984122
27.03.2015,Friday,CENTRAL,BEACH ST / POLK ST,-122.4238488,37.80622143
27.03.2015,Friday,CENTRAL,BEACH ST / POLK ST,-122.4238488,37.80622143
27.03.2015,Friday,CENTRAL,NORTHPOINT ST / POWELL ST,-122.4121433,37.8067579
27.03.2015,Friday,TARAVAL,2300 Block of 19TH AV,-122.4755794,37.74397309
27.03.2015,Friday,NORTHERN,600 Block of FELL ST,-122.4285715,37.77526652
27.03.2015,Friday,RICHMOND,100 Block of BEAUMONT AV,-122.4545244,37.77831653
27.03.2015,Friday,SOUTHERN,HARRISON ST / 10TH ST,-122.4112792,37.77157858
27.03.2015,Friday,MISSION,1000 Block of POTRERO AV,-122.4065391,37.75648641
27.03.2015,Friday,MISSION,14TH ST / HARRISON ST,-122.4133983,37.76867093
27.03.2015,Friday,NORTHERN,ELM ST / POLK ST,-122.4189047,37.78170343
27.03.2015,Friday,BAYVIEW,ILLINOIS ST / CHINABASIN ST,-122.3879212,37.76437903
27.03.2015,Friday,MISSION,MISSION ST / 19TH ST,-122.4192082,37.76023408
27.03.2015,Friday,CENTRAL,1400 Block of CALIFORNIA ST,-122.4182198,37.79082447
27.03.2015,Friday,MISSION,2300 Block of MISSION ST,-122.4190589,37.75942275
27.03.2015,Friday,MISSION,2300 Block of MISSION ST,-122.4190589,37.75942275
27.03.2015,Friday,MISSION,2300 Block of MISSION ST,-122.4190589,37.75942275
27.03.2015,Friday,MISSION,2300 Block of MISSION ST,-122.4190589,37.75942275
27.03.2015,Friday,CENTRAL,0 Block of VANDEWATER ST,-122.4126984,37.80531094
27.03.2015,Friday,CENTRAL,0 Block of VANDEWATER ST,-122.4126984,37.80531094
27.03.2015,Friday,SOUTHERN,CLARA ST / 6TH ST,-122.4046086,37.77769952
27.03.2015,Friday,BAYVIEW,300 Block of WAYLAND ST,-122.4056097,37.72583629
27.03.2015,Friday,BAYVIEW,300 Block of WAYLAND ST,-122.4056097,37.72583629
27.03.2015,Friday,BAYVIEW,300 Block of WAYLAND ST,-122.4056097,37.72583629
27.03.2015,Friday,BAYVIEW,300 Block of WAYLAND ST,-122.4056097,37.72583629
27.03.2015,Friday,CENTRAL,GREEN ST / THE EMBARCADERONORTH ST,-122.398862,37.800781
27.03.2015,Friday,BAYVIEW,OAKDALE AV / PATTERSON ST,-122.4048283,37.74281566
27.03.2015,Friday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
27.03.2015,Friday,SOUTHERN,MISSION ST / 8TH ST,-122.4131609,37.77745666
27.03.2015,Friday,TARAVAL,300 Block of ULLOA ST,-122.4583046,37.74145216
27.03.2015,Friday,SOUTHERN,400 Block of BRANNAN ST,-122.3958988,37.77874871
27.03.2015,Friday,TARAVAL,200 Block of MIRAMAR AV,-122.4581213,37.72401587
27.03.2015,Friday,RICHMOND,47TH AV / BALBOA ST,-122.508024,37.77522247
27.03.2015,Friday,CENTRAL,THE EMBARCADERONORTH ST / BROADWAY ST,-122.3973919,37.79906588
27.03.2015,Friday,NORTHERN,1500 Block of BAY ST,-122.4325304,37.80321403
27.03.2015,Friday,MISSION,1100 Block of VERMONT ST,-122.4036519,37.75507821
27.03.2015,Friday,TARAVAL,800 Block of GONZALEZ DR,-122.4806063,37.71751859
27.03.2015,Friday,SOUTHERN,0 Block of 3RD ST,-122.403413,37.78727439
27.03.2015,Friday,NORTHERN,800 Block of BUCHANAN ST,-122.428129,37.77766585
27.03.2015,Friday,NORTHERN,FRANKLIN ST / FULTON ST,-122.4217132,37.77895747
27.03.2015,Friday,SOUTHERN,MISSION ST / ANNIE ST,-122.4012644,37.78685124
27.03.2015,Friday,SOUTHERN,MISSION ST / ANNIE ST,-122.4012644,37.78685124
27.03.2015,Friday,NORTHERN,OCTAVIA ST / UNION ST,-122.4289165,37.7979254
27.03.2015,Friday,BAYVIEW,ILLINOIS ST / 22ND ST,-122.3873163,37.75800217
27.03.2015,Friday,BAYVIEW,MARIPOSA ST / PENNSYLVANIA AV,-122.3937321,37.76402211
27.03.2015,Friday,NORTHERN,WASHINGTON ST / GOUGH ST,-122.4261587,37.79263323
27.03.2015,Friday,PARK,1700 Block of HAIGHT ST,-122.4504924,37.76960945
27.03.2015,Friday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
27.03.2015,Friday,SOUTHERN,800 Block of MARKET ST,-122.4076335,37.78418935
27.03.2015,Friday,MISSION,VALENCIA ST / DUBOCE AV,-122.4223674,37.76986824
27.03.2015,Friday,MISSION,VALENCIA ST / DUBOCE AV,-122.4223674,37.76986824
27.03.2015,Friday,SOUTHERN,TOWNSEND ST / 2ND ST,-122.3905314,37.78060708
27.03.2015,Friday,NORTHERN,WASHINGTON ST / OCTAVIA ST,-122.4278079,37.79242498
27.03.2015,Friday,SOUTHERN,100 Block of HENRYADAMS ST,-122.4037466,37.7679454
27.03.2015,Friday,INGLESIDE,FOLSOM ST / BESSIE ST,-122.4135329,37.7467648
27.03.2015,Friday,NORTHERN,SUTTER ST / FILLMORE ST,-122.4332747,37.78608624
27.03.2015,Friday,BAYVIEW,2700 Block of SAN BRUNO AV,-122.4032771,37.72703923
27.03.2015,Friday,INGLESIDE,100 Block of MANCHESTER ST,-122.4141975,37.74462689
27.03.2015,Friday,NORTHERN,GREENWICH ST / POLK ST,-122.4227172,37.80062521
27.03.2015,Friday,TENDERLOIN,GOLDEN GATE AV / HYDE ST,-122.4155082,37.78165428
27.03.2015,Friday,INGLESIDE,BAY SHORE BL / CESAR CHAVEZ ST,-122.4032275,37.74946435
27.03.2015,Friday,TARAVAL,1700 Block of 44TH AV,-122.5033952,37.75397157
27.03.2015,Friday,CENTRAL,500 Block of GREEN ST,-122.4079319,37.79957711
27.03.2015,Friday,NORTHERN,BUCHANAN ST / OAK ST,-122.4275473,37.77438749
27.03.2015,Friday,MISSION,2800 Block of MISSION ST,-122.4182961,37.75142849
27.03.2015,Friday,RICHMOND,LINCOLN WY / MARTIN LUTHER KING JR DR,-122.5093996,37.76402983
27.03.2015,Friday,SOUTHERN,4TH ST / KING ST,-122.3941026,37.77638271
27.03.2015,Friday,MISSION,24TH ST / ALABAMA ST,-122.4109627,37.75268492
27.03.2015,Friday,TARAVAL,1600 Block of 38TH AV,-122.4970931,37.7561149
27.03.2015,Friday,NORTHERN,POLK ST / GREENWICH ST,-122.4227172,37.80062521
27.03.2015,Friday,MISSION,2200 Block of BRYANT ST,-122.4096727,37.75801523
27.03.2015,Friday,NORTHERN,VALLEJO ST / GOUGH ST,-122.4268935,37.79627187
27.03.2015,Friday,SOUTHERN,400 Block of BRANNAN ST,-122.395986,37.77883482
27.03.2015,Friday,MISSION,2200 Block of BRYANT ST,-122.4096727,37.75801523
27.03.2015,Friday,SOUTHERN,1100 Block of MARKET ST,-122.4135641,37.77951403
27.03.2015,Friday,CENTRAL,BUSH ST / KEARNY ST,-122.4040332,37.79075935
27.03.2015,Friday,CENTRAL,BUSH ST / KEARNY ST,-122.4040332,37.79075935
27.03.2015,Friday,SOUTHERN,300 Block of 4TH ST,-122.3998338,37.78104322
27.03.2015,Friday,TENDERLOIN,TAYLOR ST / TURK ST,-122.4107688,37.78321452
27.03.2015,Friday,TENDERLOIN,TAYLOR ST / TURK ST,-122.4107688,37.78321452
27.03.2015,Friday,NORTHERN,0 Block of DANIELBURNHAM CT,-122.4225406,37.78690887
27.03.2015,Friday,CENTRAL,NORTHPOINT ST / POWELL ST,-122.4121433,37.8067579
27.03.2015,Friday,INGLESIDE,WILDE AV / BRUSSELS ST,-122.4011063,37.71631848
27.03.2015,Friday,TENDERLOIN,TURK ST / TAYLOR ST,-122.4107688,37.78321452
27.03.2015,Friday,PARK,1800 Block of WALLER ST,-122.4543301,37.76815301
27.03.2015,Friday,SOUTHERN,300 Block of 5TH ST,-122.4031479,37.77999596
27.03.2015,Friday,PARK,100 Block of KIRKHAM ST,-122.4623125,37.76042045
27.03.2015,Friday,MISSION,1700 Block of HARRISON ST,-122.4134922,37.7690826
27.03.2015,Friday,SOUTHERN,1100 Block of HOWARD ST,-122.410733,37.77683491
27.03.2015,Friday,SOUTHERN,1100 Block of HOWARD ST,-122.410733,37.77683491
27.03.2015,Friday,TARAVAL,2300 Block of NORIEGA ST,-122.4888079,37.75375194
27.03.2015,Friday,NORTHERN,600 Block of STEINER ST,-122.4326692,37.77517736
27.03.2015,Friday,CENTRAL,400 Block of STOCKTON ST,-122.4069776,37.7899181
27.03.2015,Friday,BAYVIEW,300 Block of VERMONT ST,-122.40449,37.76530309
27.03.2015,Friday,MISSION,1200 Block of UTAH ST,-122.4054604,37.75368412
27.03.2015,Friday,MISSION,1200 Block of UTAH ST,-122.4054604,37.75368412
27.03.2015,Friday,PARK,1400 Block of MCALLISTER ST,-122.4358795,37.77805335
27.03.2015,Friday,PARK,1400 Block of MCALLISTER ST,-122.4358795,37.77805335
27.03.2015,Friday,TENDERLOIN,0 Block of 5THSTNORTH ST,-122.4086486,37.78491247
27.03.2015,Friday,SOUTHERN,300 Block of KING ST,-122.3950217,37.77531285
27.03.2015,Friday,SOUTHERN,300 Block of KING ST,-122.3950217,37.77531285
27.03.2015,Friday,SOUTHERN,300 Block of KING ST,-122.3950217,37.77531285
27.03.2015,Friday,CENTRAL,1100 Block of TAYLOR ST,-122.412716,37.79322112
27.03.2015,Friday,SOUTHERN,800 Block of MARKET ST,-122.4076335,37.78418935
27.03.2015,Friday,CENTRAL,POWELL ST / PACIFIC AV,-122.4100789,37.79649324
27.03.2015,Friday,TARAVAL,JOHNMUIR DR / SKYLINEBLVD HY,-122.5002204,37.71895417
27.03.2015,Friday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
27.03.2015,Friday,CENTRAL,400 Block of SUTTER ST,-122.4077808,37.78927342
27.03.2015,Friday,SOUTHERN,700 Block of MARKET ST,-122.4053594,37.78597748
27.03.2015,Friday,CENTRAL,300 Block of BATTERY ST,-122.400216,37.79480303
27.03.2015,Friday,CENTRAL,300 Block of BATTERY ST,-122.400216,37.79480303
27.03.2015,Friday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
27.03.2015,Friday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
27.03.2015,Friday,BAYVIEW,800 Block of MINNESOTA ST,-122.3904,37.75910868
27.03.2015,Friday,RICHMOND,500 Block of 37TH AV,-122.4974527,37.77852637
27.03.2015,Friday,RICHMOND,1100 Block of 9TH AV,-122.4665044,37.76620143
27.03.2015,Friday,RICHMOND,1100 Block of 9TH AV,-122.4665044,37.76620143
27.03.2015,Friday,RICHMOND,ANZA ST / COOK ST,-122.4518701,37.78049202
27.03.2015,Friday,NORTHERN,500 Block of GOUGH ST,-122.4231933,37.77829895
27.03.2015,Friday,SOUTHERN,800 Block of HOWARD ST,-122.403891,37.78240141
27.03.2015,Friday,NORTHERN,VANNESS AV / GROVE ST,-122.4198849,37.77825108
27.03.2015,Friday,MISSION,400 Block of CASTRO ST,-122.4351501,37.76175972
27.03.2015,Friday,PARK,STANYAN ST / HAIGHT ST,-122.4535346,37.7691663
27.03.2015,Friday,PARK,FELL ST / BRODERICK ST,-122.4392787,37.77384623
27.03.2015,Friday,NORTHERN,100 Block of GOUGH ST,-122.4224818,37.77479459
27.03.2015,Friday,TENDERLOIN,200 Block of LEAVENWORTH ST,-122.4140811,37.78327673
27.03.2015,Friday,SOUTHERN,MISSION ST / 7TH ST,-122.4109392,37.77921226
27.03.2015,Friday,BAYVIEW,1500 Block of SHAFTER AV,-122.3898491,37.73047415
27.03.2015,Friday,NORTHERN,1500 Block of WEBSTER ST,-122.4314371,37.78496657
27.03.2015,Friday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
27.03.2015,Friday,SOUTHERN,0 Block of NEWMONTGOMERY ST,-122.4018172,37.7884405
27.03.2015,Friday,MISSION,2900 Block of MISSION ST,-122.4181411,37.74982929
27.03.2015,Friday,TENDERLOIN,200 Block of LEAVENWORTH ST,-122.4140811,37.78327673
27.03.2015,Friday,BAYVIEW,QUESADA AV / 3RD ST,-122.3912456,37.7332252
27.03.2015,Friday,BAYVIEW,QUESADA AV / 3RD ST,-122.3912456,37.7332252
27.03.2015,Friday,TARAVAL,19TH AV / JUDAH ST,-122.4770121,37.76169871
27.03.2015,Friday,BAYVIEW,1500 Block of WALLACE AV,-122.3901504,37.72700062
27.03.2015,Friday,SOUTHERN,700 Block of HARRISON ST,-122.3990457,37.78131971
27.03.2015,Friday,PARK,BELVEDERE ST / HAIGHT ST,-122.4496477,37.76966192
27.03.2015,Friday,TENDERLOIN,200 Block of POWELL ST,-122.408065,37.78690218
27.03.2015,Friday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
27.03.2015,Friday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
27.03.2015,Friday,NORTHERN,0 Block of DANIELBURNHAM CT,-122.4225406,37.78690887
27.03.2015,Friday,TENDERLOIN,ELLIS ST / TAYLOR ST,-122.4111419,37.78507362
27.03.2015,Friday,MISSION,16TH ST / MISSION ST,-122.4196718,37.76505012
27.03.2015,Friday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
27.03.2015,Friday,INGLESIDE,1500 Block of CHURCH ST,-122.4267877,37.74570238
27.03.2015,Friday,NORTHERN,600 Block of WEBSTER ST,-122.4294912,37.77676631
27.03.2015,Friday,NORTHERN,2000 Block of CHESTNUT ST,-122.4376055,37.80070047
27.03.2015,Friday,RICHMOND,2800 Block of CALIFORNIA ST,-122.4413017,37.78801358
27.03.2015,Friday,BAYVIEW,400 Block of MISSOURI ST,-122.3962744,37.76065495
27.03.2015,Friday,INGLESIDE,4800 Block of MISSION ST,-122.4379924,37.72062112
27.03.2015,Friday,RICHMOND,2400 Block of GOLDEN GATE AV,-122.4517789,37.77697909
27.03.2015,Friday,RICHMOND,2400 Block of GOLDEN GATE AV,-122.4517789,37.77697909
27.03.2015,Friday,RICHMOND,2400 Block of GOLDEN GATE AV,-122.4517789,37.77697909
27.03.2015,Friday,RICHMOND,600 Block of 47TH AV,-122.5081256,37.77566356
27.03.2015,Friday,TENDERLOIN,300 Block of EDDY ST,-122.4137537,37.78373004
27.03.2015,Friday,TENDERLOIN,300 Block of ELLIS ST,-122.4119876,37.78502266
27.03.2015,Friday,BAYVIEW,2100 Block of OAKDALE AV,-122.4005983,37.74048683
27.03.2015,Friday,BAYVIEW,2100 Block of OAKDALE AV,-122.4005983,37.74048683
27.03.2015,Friday,BAYVIEW,2100 Block of OAKDALE AV,-122.4005983,37.74048683
27.03.2015,Friday,BAYVIEW,2100 Block of OAKDALE AV,-122.4005983,37.74048683
27.03.2015,Friday,BAYVIEW,2100 Block of OAKDALE AV,-122.4005983,37.74048683
27.03.2015,Friday,TARAVAL,1400 Block of 31ST AV,-122.4897174,37.76018458
27.03.2015,Friday,SOUTHERN,1300 Block of HOWARD ST,-122.4136384,37.77454179
27.03.2015,Friday,TARAVAL,3200 Block of 20TH AV,-122.4756475,37.72852806
27.03.2015,Friday,RICHMOND,500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054
27.03.2015,Friday,TARAVAL,3200 Block of 20TH AV,-122.4756475,37.72852806
27.03.2015,Friday,TENDERLOIN,200 Block of TURK ST,-122.4132595,37.78295148
27.03.2015,Friday,MISSION,400 Block of VALENCIA ST,-122.4219351,37.76613439
27.03.2015,Friday,MISSION,400 Block of VALENCIA ST,-122.4219351,37.76613439
27.03.2015,Friday,MISSION,400 Block of VALENCIA ST,-122.4219351,37.76613439
27.03.2015,Friday,MISSION,900 Block of POTRERO AV,-122.4066049,37.75715804
27.03.2015,Friday,RICHMOND,500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054
27.03.2015,Friday,INGLESIDE,EXCELSIOR AV / MISSION ST,-122.4336234,37.72623583
27.03.2015,Friday,SOUTHERN,HARRISON ST / 10TH ST,-122.4112792,37.77157858
27.03.2015,Friday,CENTRAL,500 Block of PACIFIC AV,-122.4047184,37.79722183
27.03.2015,Friday,RICHMOND,3300 Block of ANZA ST,-122.4840666,37.77813477
27.03.2015,Friday,RICHMOND,3300 Block of ANZA ST,-122.4840666,37.77813477
27.03.2015,Friday,MISSION,400 Block of CASTRO ST,-122.4350121,37.76176772
27.03.2015,Friday,RICHMOND,48TH AV / ANZA ST,-122.5092256,37.77704246
27.03.2015,Friday,MISSION,2400 Block of BRYANT ST,-122.4092982,37.75518455
27.03.2015,Friday,SOUTHERN,11TH ST / MISSION ST,-122.4171049,37.77432429
27.03.2015,Friday,SOUTHERN,11TH ST / MISSION ST,-122.4171049,37.77432429
27.03.2015,Friday,BAYVIEW,1500 Block of THOMAS AV,-122.3903321,37.72993752
27.03.2015,Friday,RICHMOND,800 Block of CLEMENT ST,-122.4681813,37.78283092
27.03.2015,Friday,RICHMOND,800 Block of CLEMENT ST,-122.4681813,37.78283092
27.03.2015,Friday,SOUTHERN,1700 Block of MARKET ST,-122.4221883,37.77269482
27.03.2015,Friday,BAYVIEW,QUESADA AV / LANE ST,-122.3896032,37.73229014
27.03.2015,Friday,MISSION,VALENCIA ST / 20TH ST,-122.421274,37.75850007
27.03.2015,Friday,SOUTHERN,600 Block of MARKET ST,-122.4030709,37.78778674
27.03.2015,Friday,SOUTHERN,600 Block of MARKET ST,-122.4030709,37.78778674
27.03.2015,Friday,BAYVIEW,1000 Block of 18TH ST,-122.3933018,37.76282875
27.03.2015,Friday,MISSION,MISSION ST / 16TH ST,-122.4196718,37.76505012
27.03.2015,Friday,SOUTHERN,3RD ST / MISSION ST,-122.4020277,37.78624835
27.03.2015,Friday,MISSION,2600 Block of MISSION ST,-122.4186003,37.75462559
27.03.2015,Friday,SOUTHERN,1600 Block of HOWARD ST,-122.4172179,37.77103865
27.03.2015,Friday,RICHMOND,3300 Block of CLAY ST,-122.448019,37.78901612
27.03.2015,Friday,RICHMOND,3300 Block of CLAY ST,-122.448019,37.78901612
27.03.2015,Friday,NORTHERN,LOMBARD ST / WEBSTER ST,-122.4344069,37.80005222
27.03.2015,Friday,SOUTHERN,1400 Block of FOLSOM ST,-122.4131707,37.77261632
27.03.2015,Friday,INGLESIDE,ATHENS ST / AMAZON AV,-122.4336394,37.71475332
27.03.2015,Friday,SOUTHERN,0 Block of 4TH ST,-122.4055826,37.78546597
27.03.2015,Friday,MISSION,3900 Block of 20TH ST,-122.4291754,37.75796561
27.03.2015,Friday,TARAVAL,500 Block of JOHNMUIR DR,-122.492068,37.71436155
27.03.2015,Friday,TARAVAL,100 Block of APTOS AV,-122.466758,37.72918458
27.03.2015,Friday,TARAVAL,100 Block of APTOS AV,-122.466758,37.72918458
27.03.2015,Friday,NORTHERN,1300 Block of WEBSTER ST,-122.4310464,37.78302957
27.03.2015,Friday,SOUTHERN,3RD ST / HOWARD ST,-122.4004736,37.78502906
27.03.2015,Friday,NORTHERN,2200 Block of PINE ST,-122.4324203,37.78805048
27.03.2015,Friday,MISSION,900 Block of POTRERO AV,-122.4066049,37.75715804
27.03.2015,Friday,NORTHERN,2000 Block of FILLMORE ST,-122.4338136,37.78842878
27.03.2015,Friday,NORTHERN,2000 Block of FILLMORE ST,-122.4338136,37.78842878
27.03.2015,Friday,CENTRAL,700 Block of PACIFIC AV,-122.4080147,37.79669972
27.03.2015,Friday,NORTHERN,2000 Block of FILLMORE ST,-122.4338136,37.78842878
27.03.2015,Friday,CENTRAL,700 Block of PACIFIC AV,-122.4080147,37.79669972
27.03.2015,Friday,TARAVAL,37TH AV / QUINTARA ST,-122.4953682,37.74779187
27.03.2015,Friday,PARK,1200 Block of PAGE ST,-122.4413937,37.77172731
27.03.2015,Friday,INGLESIDE,500 Block of PORTOLA DR,-122.451164,37.74556401
27.03.2015,Friday,SOUTHERN,800 Block of MARKET ST,-122.4076335,37.78418935
27.03.2015,Friday,TENDERLOIN,100 Block of OFARRELL ST,-122.4072441,37.78656476
27.03.2015,Friday,INGLESIDE,500 Block of PORTOLA DR,-122.451164,37.74556401
27.03.2015,Friday,INGLESIDE,500 Block of PORTOLA DR,-122.451164,37.74556401
27.03.2015,Friday,RICHMOND,700 Block of LA PLAYA ST,-122.5101707,37.77417251
27.03.2015,Friday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
27.03.2015,Friday,RICHMOND,200 Block of 27TH AV,-122.4871481,37.78470243
27.03.2015,Friday,RICHMOND,200 Block of 27TH AV,-122.4871481,37.78470243
27.03.2015,Friday,RICHMOND,200 Block of 27TH AV,-122.4871481,37.78470243
27.03.2015,Friday,RICHMOND,700 Block of LA PLAYA ST,-122.5101707,37.77417251
27.03.2015,Friday,PARK,17TH ST / ORD ST,-122.440168,37.76218735
27.03.2015,Friday,MISSION,1000 Block of POTRERO AV,-122.4065391,37.75648641
27.03.2015,Friday,MISSION,1000 Block of POTRERO AV,-122.4065391,37.75648641
27.03.2015,Friday,TENDERLOIN,LARKIN ST / MARKET ST,-122.4162938,37.77749368
27.03.2015,Friday,TENDERLOIN,LARKIN ST / MARKET ST,-122.4162938,37.77749368
27.03.2015,Friday,BAYVIEW,1600 Block of PALOU AV,-122.3918491,37.73458053
27.03.2015,Friday,BAYVIEW,CORAL RD / WISCONSIN ST,-122.3985958,37.75368415
27.03.2015,Friday,BAYVIEW,CORAL RD / WISCONSIN ST,-122.3985958,37.75368415
27.03.2015,Friday,BAYVIEW,CORAL RD / WISCONSIN ST,-122.3985958,37.75368415
27.03.2015,Friday,CENTRAL,STOCKTON ST / GREEN ST,-122.409017,37.79948807
27.03.2015,Friday,SOUTHERN,0 Block of MINT ST,-122.4073815,37.78244029
27.03.2015,Friday,SOUTHERN,0 Block of HOWARD ST,-122.3920364,37.79161942
27.03.2015,Friday,RICHMOND,CLAY ST / DIVISADERO ST,-122.4408083,37.78987134
27.03.2015,Friday,CENTRAL,1400 Block of THE EMBARCADERONORTH ST,-122.4064294,37.80713681
27.03.2015,Friday,SOUTHERN,800 Block of BRYANT ST,-122.4034048,37.77542071
27.03.2015,Friday,RICHMOND,700 Block of LA PLAYA ST,-122.5101707,37.77417251
27.03.2015,Friday,NORTHERN,MARINA BL / FILLMORE ST,-122.4374632,37.80640235
27.03.2015,Friday,TENDERLOIN,OFARRELL ST / LARKIN ST,-122.417904,37.78516709
27.03.2015,Friday,MISSION,2300 Block of FOLSOM ST,-122.4146955,37.75968618
27.03.2015,Friday,MISSION,2300 Block of FOLSOM ST,-122.4146955,37.75968618
27.03.2015,Friday,MISSION,1000 Block of POTRERO AV,-122.4065391,37.75648641
27.03.2015,Friday,MISSION,1000 Block of POTRERO AV,-122.4065391,37.75648641
27.03.2015,Friday,MISSION,2800 Block of 24TH ST,-122.4096034,37.75282208
27.03.2015,Friday,MISSION,600 Block of CAPP ST,-122.417803,37.75628222
27.03.2015,Friday,MISSION,2800 Block of 24TH ST,-122.4096034,37.75282208
27.03.2015,Friday,SOUTHERN,700 Block of MARKET ST,-122.4039191,37.7871161
27.03.2015,Friday,MISSION,2000 Block of MISSION ST,-122.4196583,37.76422056
27.03.2015,Friday,MISSION,2000 Block of MISSION ST,-122.4196583,37.76422056
27.03.2015,Friday,MISSION,2000 Block of MISSION ST,-122.4196583,37.76422056
27.03.2015,Friday,TENDERLOIN,0 Block of GROVE ST,-122.4156537,37.77871965
27.03.2015,Friday,BAYVIEW,4700 Block of 3RD ST,-122.3906896,37.73521723
